LICENCE_NO,AREA_CODE,AREA_NAME,AREA_DESCRIPTION
11204122,AP_11204122_5461,MA1,"LX5M2VA, LX5M2VB, LX5M2VD, LX5M2PI, LX5M2PK, LX5M2PL, LX5M2QG, LX5M2QH, LX5M2QJ, LX5M2QK, LX5M2UB, LX5M2UC, LX5M2UE, LX5M2UF, LX5M2UI"
11204122,AP_11204122_5605,MA145,"MW5H6X, MW5H9DB"
11204122,AP_11204122_5601,MA141,"KW5F7PB, KW5F7PC, KW5F7PE, KW5F7PF, KW5F7PG, KW5F7PH, KW5F7PI, KW5F7PJ, KW5F7PK, KW5F7PL, KW5F7QA, KW5F7QD, KW5F7UB"
11204122,AP_11204122_5597,MA137,"KW6K3EC, KW6K3EE, KW6K3EF, KW6K3EH, KW6K3EI, KW6K3EK, KW6K3EL, KW6K3JC, KW6L1AA, KW6L1AB, KW6L1AD, KW6L1AE, KW6L1AG, KW6L1AH, KW6L1AJ"
11204122,AP_11204122_5777,MA317,"NV1E8KC, NV1E8KE, NV1E8KF, NV1E8KH, NV1E8KI, NV1E8KK, NV1E8KL, NV1E8LA, NV1E8LD, NV1E8LE, NV1E8LG, NV1E8LJ, NV1E8PC"
11204122,AP_11204122_5793,MA333,"MV1D3VF, MV1D3VI, MV1D3VL, MV1D3WA, MV1D3WB, MV1D3WC, MV1D3WD, MV1D3WE, MV1D3WF, MV1D3WG, MV1D3WH, MV1D3WJ, MV1D3WK, MV1D6CA"
11204122,AP_11204122_5791,MA331,"MV1B5LL, MV1B5MA, MV1B5MB, MV1B5MC, MV1B5MD, MV1B5ME, MV1B5MF, MV1B5MG, MV1B5MH, MV1B5MI, MV1B5MJ, MV1B5MK, MV1B5RA, MV1B5RB"
11204122,AP_11204122_5787,MA327,"MV2F1GH"
11204122,AP_11204122_5847,MA387,"MU6J1YL, MU6J2UG, MU6J2UH, MU6J2UJ, MU6J2UK, MU6J4EB, MU6J4EC, MU6J4EE, MU6J4EF, MU6J4EH, MU6J4EI, MU6J4EL, MU6J5AA, MU6J5AB, MU6J5AD, MU6J5AG"
11204122,AP_11204122_5846,MA386,"NU6J4EK, NU6J4EL, NU6J4JB, NU6J4JC, NU6J4JE, NU6J4JF, NU6J4JH, NU6J4JI, NU6J4JJ, NU6J4JK, NU6J4JL, NU6J4OB, NU6J5AJ, NU6J5FA, NU6J5FD"
11204122,AP_11204122_5944,MA484,"MS4K4HB, MS4K4HC, MS4K4HD, MS4K4HE, MS4K4HF, MS4K4HG, MS4K4HH, MS4K4HI, MS4K4HJ, MS4K4HK, MS4K4MA, MS4K4MB"
11204122,AP_11204122_5927,MA467,"NT1L1DE"
11204122,AP_11204122_5921,MA461,"NT2P9EF, NT3M4UE, NT3M4UF, NT3M4UG, NT3M4UH, NT3M4UI, NT3M4UJ, NT3M4UK, NT3M4UL, NT3M7AA, NT3M7AB, NT3M7AD, NT3M7AE, NT3M7AG"
11204122,AP_11204122_5592,MA132,"MW5L4SK, MW5L4SL, MW5L4XA, MW5L4XB, MW5L4XC, MW5L4XE, MW5L4XF"
11204122,AP_11204122_5771,MA311,"MV1L1RH, MV1L1RI, MV1L1RK, MV1L1RL, MV1L1SG, MV1L1SJ, MV1L1WB, MV1L1WC, MV1L1WE, MV1L1WF, MV1L1WI, MV1L1XA"
11204122,AP_11204122_5770,MA310,"MV2I4NB, MV2I4NC, MV2I4NE, MV2I4NF, MV2I4NH, MV2I4NI, MV2I4NJ, MV2I4NK, MV2I4NL, MV2I4OA, MV2I4OD, MV2I4OG, MV2I4SA, MV2I4SB, MV2I4SC"
11204122,AP_11204122_5754,MA294,"LV6D3IH, LV6D3II, LV6D3IK, LV6D3IL, LV6D3JG, LV6D3JJ, LV6D3NB, LV6D3NC, LV6D3ND, LV6D3NE, LV6D3NF, LV6D3NG, LV6D3NH, LV6D3NI, LV6D3OA"
11204122,AP_11204122_5741,MA281,"NV4F3IL, NV4F3JA, NV4F3JB, NV4F3JC, NV4F3JD, NV4F3JE, NV4F3JF, NV4F3JG, NV4F3JH, NV4F3JI, NV4F3JJ, NV4F3JK, NV4F3OA, NV4F3OB"
11204122,AP_11204122_5733,MA273,"NV4H4PJ, NV4H4PK, NV4H4PL, NV4H4UA, NV4H4UB, NV4H4UC, NV4H4UD, NV4H4UE, NV4H4UF, NV4H4UG, NV4H4UH, NV4H4UJ, NV4H4UK"
11204122,AP_11204122_5843,MA383,"NU4I4RE, NU4I4RF, NU4I4RG, NU4I4RH, NU4I4RI, NU4I4RJ, NU4I4RK, NU4I4RL, NU4I4WA, NU4I4WB, NU4I4WC, NU4I4WD, NU4I4WE, NU4I4WH"
11204122,AP_11204122_5583,MA123,"MW6I9LJ"
11204122,AP_11204122_5581,MA121,"KW5L9UA"
11204122,AP_11204122_5565,MA105,"LW7B1OC, LW7B1OE, LW7B1OF, LW7B1OH, LW7B1OI, LW7B1OK, LW7B1OL, LW7B1TB, LW7B1TC, LW7B2KA, LW7B2KD, LW7B2KG, LW7B2KJ"
11204122,AP_11204122_5564,MA104,"MW9A2MK, MW9A2ML, MW9A2RA, MW9A2RB, MW9A2RC, MW9A2RD, MW9A2RE, MW9A2RF, MW9A2RG, MW9A2RH, MW9A2RI, MW9A2RK"
11204122,AP_11204122_5750,MA290,"MV5B6HL, MV5B6IJ, MV5B6IK, MV5B6MB, MV5B6MC, MV5B6MF, MV5B6MH, MV5B6MI, MV5B6ML, MV5B6NA, MV5B6NB, MV5B6ND, MV5B6NG"
11204122,AP_11204122_5747,MA287,"MV4A7GF, MV4A7GI, MV4A7GL, MV4A7HA, MV4A7HB, MV4A7HC, MV4A7HD, MV4A7HE, MV4A7HF, MV4A7HG, MV4A7HH, MV4A7HI, MV4A7HJ, MV4A7HK, MV4A7MA, MV4A7MB"
11204122,AP_11204122_5728,MA268,"MV5J3CL, MV5J3DG, MV5J3DH, MV5J3DJ, MV5J3DK, MV5J3HC, MV5J3HF, MV5J3IA, MV5J3IB, MV5J3IC, MV5J3ID, MV5J3IE, MV5J3IG"
11204122,AP_11204122_5725,MA265,"NV4K1JJ, NV4K1JK, NV4K1JL, NV4K1OA, NV4K1OB, NV4K1OC, NV4K1OD, NV4K1OE, NV4K1OF"
11204122,AP_11204122_5724,MA264,"MV4I3RL, MV4I3SJ, MV4I3SK, MV4I3WC, MV4I3WF, MV4I3WI, MV4I3WL, MV4I3XA, MV4I3XB, MV4I3XD, MV4I3XE, MV4I3XG, MV4I3XJ"
11204122,AP_11204122_5829,MA369,"NU8D3S, NU8D3NK, NU8D3NL, NU8D3TD, NU8D3XB"
11204122,AP_11204122_5826,MA366,"MU8B6OI, MU8B6OL, MU8B6TC, MU8B6TE, MU8B6TF, MU8B6TI, MU8C4KG, MU8C4KH, MU8C4KJ, MU8C4KK, MU8C4PA, MU8C4PB, MU8C4PD, MU8C4PG"
11204122,AP_11204122_5822,MA362,"NU7C8TC, NU7C8TF, NU7C8TI, NU7C8TL, NU7C9KK, NU7C9PA, NU7C9PB, NU7C9PD, NU7C9PE, NU7C9PG, NU7C9PH, NU7C9PJ, NU7C9UA"
11204122,AP_11204122_5714,MA254,"LV9A5ED"
11204122,AP_11204122_5764,MA304,"NV2O1GL, NV2O1HJ, NV2O1HK, NV2O1LC, NV2O1LF, NV2O1MA, NV2O1MB, NV2O1MD"
11204122,AP_11204122_5812,MA352,"NU7J4HL, NU7J4IJ, NU7J4IK, NU7J4MC, NU7J4MF, NU7J4MI, NU7J4ML, NU7J4NA, NU7J4NB, NU7J4ND, NU7J4NE, NU7J4NG, NU7J4NJ"
11204122,AP_11204122_5799,MA339,"LU9P8BI, LU9P8BL, LU9P8CG, LU9P8CH, LU9P8CJ, LU9P8CK, LU9P8GC, LU9P8GE, LU9P8GF, LU9P8GI, LU9P8HA, LU9P8HB, LU9P8HD"
11204122,AP_11204122_5797,MA337,"MU9N9QK, MU9N9QL, MU9N9VA, MU9N9VB, MU9N9VC, MU9N9VD, MU9N9VE, MU9N9VF, MU9N9VG, MU9N9VH, MU9N9VI, MU9N9VJ, MU9N9VK, MU9N9WD"
11204122,AP_11204122_5522,MA62,"LW7M2IL, LW7M2JJ, LW7M2JK, LW7M2NC, LW7M2NF, LW7M2NI, LW7M2NK, LW7M2NL, LW7M2OA, LW7M2OB, LW7M2OD, LW7M2OE, LW7M2OG, LW7M2OJ, LW7M2SC"
11204122,AP_11204122_5520,MA60,"MW8N5CF, MW8N5CI, MW8N5CL, MW8N5DD, MW8N5DE, MW8N5DG, MW8N5DH, MW8N5DJ, MW8N5DK, MW8N5HC, MW8N5HF, MW8N5IA, MW8N5IB, MW8N5ID"
11204122,AP_11204122_5500,MA40,"KX1C8FL, KX1C8GB, KX1C8GD, KX1C8GE, KX1C8GF, KX1C8GG, KX1C8GH, KX1C8GI, KX1C8GJ, KX1C8GK, KX1C8KC, KX1C8LA, KX1C8LB, KX1C8LD"
11204122,AP_11204122_5710,MA250,"LV9B5NH, LV9B5NI, LV9B5NK, LV9B5NL, LV9B5OG, LV9B5OJ, LV9B5SB, LV9B5SC, LV9B5SD, LV9B5SE, LV9B5SF, LV9B5SH, LV9B5SI, LV9B5TA"
11204122,AP_11204122_5698,MA238,"MV7E8CL, MV7E8DJ, MV7E8DK, MV7E8HC, MV7E8HF, MV7E8HI, MV7E8HK, MV7E8HL, MV7E8IA, MV7E8IB, MV7E8ID, MV7E8IE, MV7E8IG, MV7E8IJ"
11204122,AP_11204122_5691,MA231,"MV7I9OK, MV7I9OL, MV7I9TA, MV7I9TB, MV7I9TC, MV7I9TE, MV7I9TF, MV7I9TG, MV7I9TH, MV7I9TI, MV7I9TJ, MV7I9TK, MV7I9TL, MV7J7KJ, MV7J7PA, MV7J7PD"
11204122,AP_11204122_5788,MA328,"LV2H2DB, LV2H2DC, LV2H2DD, LV2H2DE, LV2H2DF, LV2H2DG, LV2H2DH, LV2H2DI, LV2H2DJ, LV2H2DK, LV2H2DL, LV2H2EA, LV2H2ED, LV2H2EG, LV2H2IB"
11204122,AP_11204122_5776,MA316,"NV1E8ME, NV1E8MF, NV1E8MG, NV1E8MH, NV1E8MI, NV1E8MJ, NV1E8MK, NV1E8ML"
11204122,AP_11204122_5765,MA305,"NV1M1JB, NV1M1JC, NV1M1JD, NV1M1JE, NV1M1JF, NV1M1JG, NV1M1JH, NV1M1JI, NV1M1JJ, NV1M1JK, NV1M1JL, NV1M1OA, NV1M1OB, NV1M2FG"
11204122,AP_11204122_5937,MA477,"NS4M6NE, NS4M6NF, NS4M6NG, NS4M6NH, NS4M6NI, NS4M6NJ, NS4M6NK, NS4M6NL, NS4M6SA, NS4M6SB, NS4M6SC, NS4M6SE"
11204122,AP_11204122_5919,MA459,"NT5A1MC, NT5A1ME, NT5A1MF, NT5A1MH, NT5A1MI, NT5A1MK, NT5A1ML, NT5A1NA, NT5A1ND, NT5A1NG, NT5A1NJ, NT5A1RB, NT5A1RC"
11204122,AP_11204122_5495,MA35,"KX2G5KC, KX2G5KE, KX2G5KF, KX2G5KH, KX2G5KI, KX2G5KK, KX2G5KL, KX2G5LD, KX2G5LG, KX2G5LH, KX2G5LJ, KX2G5PB, KX2G5PC, KX2G5PE"
11204122,AP_11204122_5494,MA34,"JX2H4OL, JX2H4TC, JX2H4TE, JX2H4TF, JX2H4TI, JX2H5KG, JX2H5KH, JX2H5KI, JX2H5KJ, JX2H5KK, JX2H5PA, JX2H5PB, JX2H5PD, JX2H5PG"
11204122,AP_11204122_5661,MA201,"LW3F5QJ, LW3F5QK, LW3F5QL, LW3F5UC, LW3F5UI, LW3F5UL, LW3F5VA, LW3F5VB, LW3F5VC, LW3F5VD, LW3F5VE, LW3F5VF, LW3F5VG, LW3F5VH, LW3F5VJ, LW3F5VK"
11204122,AP_11204122_5649,MA189,"LW2J5EJ, LW2J5EK, LW2J5IL, LW2J5JA, LW2J5JB, LW2J5JC, LW2J5JD, LW2J5JE, LW2J5JF, LW2J5JG, LW2J5JH, LW2J5JJ, LW2J5JK, LW2J5OA"
11204122,AP_11204122_5723,MA263,"MV4L4VF, MV4L4VI, MV4L4VL, MV4L4WA, MV4L4WB, MV4L4WC, MV4L4WD, MV4L4WE, MV4L4WF, MV4L4WG, MV4L4WH, MV4L4WI, MV4L4WJ, MV4L4WK, MV4L7CA, MV4L7CB"
11204122,AP_11204122_5721,MA261,"MV5N3MH, MV5N3MI, MV5N3MK, MV5N3ML, MV5N3ND, MV5N3NG, MV5N3NJ, MV5N3NK, MV5N3RB, MV5N3RC, MV5N3RE, MV5N3RF, MV5N3RI, MV5N3SA"
11204122,AP_11204122_5713,MA253,"LV9D4ID"
11204122,AP_11204122_5914,MA454,"NT4D9AC, NT4D9AE, NT4D9AF, NT4D9AH, NT4D9AI, NT4D9AK, NT4D9AL, NT4D9BA, NT4D9BD, NT4D9BG, NT4D9FC"
11204122,AP_11204122_5894,MA434,"NT7B8RG, NT7B8RI, NT7B8RJ, NT7B8RK, NT7B8RL, NT7B8WA, NT7B8WB, NT7B8WC, NT7B8WD, NT7B8WE, NT7B8WG, NT7B8WH, NT7B8WJ"
11204122,AP_11204122_5887,MA427,"NU1A3VH, NU1A3VK, NU1A3VL, NU1A3WG, NU1A3WJ, NU1A6BB, NU1A6BC, NU1A6BE, NU1A6BF, NU1A6BG, NU1A6BH, NU1A6BI, NU1A6BK, NU1A6CA"
11204122,AP_11204122_5481,MA21,"LX2P9NK, LX2P9NL, LX2P9OJ, LX2P9SB, LX2P9SC, LX2P9SD, LX2P9SE, LX2P9SF, LX2P9SG, LX2P9SH, LX2P9SI, LX2P9SK, LX2P9TA, LX2P9TD"
11204122,AP_11204122_5475,MA15,"KX4D8YC, KX4D8YF, KX4D8YI, KX4D8YK, KX4D8YL, KX4D9UD, KX4D9UE, KX4D9UG, KX4D9UH, KX4D9UJ, KX4D9UK, KX4H2EB, KX4H2EC, KX4H3AA"
11204122,AP_11204122_5694,MA234,"MV7J6FL, MV7J6GJ, MV7J6GK, MV7J6KC, MV7J6KF, MV7J6KH, MV7J6KI, MV7J6KL, MV7J6LA, MV7J6LB, MV7J6LD, MV7J6LG"
11204122,AP_11204122_5693,MA233,"LV8K6LJ, LV8K6LK, LV8K6LL, LV8K6PC, LV8K6PF, LV8K6PI, LV8K6QA, LV8K6QB, LV8K6QC, LV8K6QD, LV8K6QE, LV8K6QF, LV8K6QG, LV8K6QH, LV8K6QJ"
11204122,AP_11204122_5687,MA227,"LV7N3GI, LV7N3GK, LV7N3GL, LV7N3HG, LV7N3HJ, LV7N3LB, LV7N3LC, LV7N3LE, LV7N3LF, LV7N3LH, LV7N3LI, LV7N3MA, LV7N3MD"
11204122,AP_11204122_5761,MA301,"MV2M2VF, MV2M2VI, MV2M2VL, MV2M2WA, MV2M2WB, MV2M2WD, MV2M2WE, MV2M2WG, MV2M2WH, MV2M2WJ, MV2M2WK, MV2M5CA"
11204122,AP_11204122_5759,MA299,"MV3O5YE, MV3O5YF, MV3O5YH, MV3O5YI, MV3O5YK, MV3O5YL, MV3O6UA, MV3O6UD, MV3O6UG, MV3O6UJ, MV3O8EB, MV3O8EC, MV3O5YC"
11204122,AP_11204122_5758,MA298,"NV1M9EB, NV1M9EC, NV1M9ED, NV1M9EE, NV1M9EF, NV1M9EG, NV1M9EH, NV1M9EI, NV1M9EJ, NV1M9EK, NV1M9EL, NV1M9JA, NV1M9JB, NV1M9JC, NV1N7AD, NV1N7AG"
11204122,AP_11204122_5474,MA14,"LX5D7WI, LX5D7WK, LX5D7WL, LX5D7XG, LX5D7XH, LX5D7XJ, LX5D7XK, LX5H1CB, LX5H1CC, LX5H1CE, LX5H1CF, LX5H1CI, LX5H1DA"
11204122,AP_11204122_5648,MA188,"MW2K6JH, MW2K6JI, MW2K6JK, MW2K6JL, MW2K6OB, MW2K6OC, MW2K6OE, MW2K6OF, MW2K6OH, MW2L4FG, MW2L4FJ, MW2L4KA"
11204122,AP_11204122_5645,MA185,"LW3I6TL, LW3I6YC, LW3I6YF, LW3J4PG, LW3J4PH, LW3J4PJ, LW3J4PK, LW3J4PL, LW3J4UA, LW3J4UB, LW3J4UD, LW3J4UG"
11204122,AP_11204122_5642,MA182,"KW1L7GL, KW1L7HJ, KW1L7HK, KW1L7LC, KW1L7LF, KW1L7LH, KW1L7LI, KW1L7LL, KW1L7MA, KW1L7MB, KW1L7MD, KW1L7ME, KW1L7MG"
11204122,AP_11204122_5680,MA220,"MV7O9UD, MV7O9UE, MV7O9UF, MV7O9UG, MV7O9UH, MV7O9UI, MV7O9UJ, MV7O9UK, MV7O9UL, MW1C3AA, MW1C3AB, MW1C3AD, MW1C3AE"
11204122,AP_11204122_5757,MA297,"MV3P8GL, MV3P8HA, MV3P8HB, MV3P8HC, MV3P8HD, MV3P8HE, MV3P8HF, MV3P8HG, MV3P8HH, MV3P8HI, MV3P8HJ, MV3P8HK, MV3P8MA"
11204122,AP_11204122_5755,MA295,"NV4D3CA, NV4D3CB, NV4D3CC, NV4D3CD, NV4D3CE, NV4D3CF, NV4D3CG, NV4D3CH, NV4D3CI, NV4D3CJ, NV4D3CK, NV4D3HA, NV4D3HB"
11204122,AP_11204122_5729,MA269,"MV5I1JB, MV5I1JD, MV5I1DI, MV5I1DL, MV5I1ED, MV5I1EE, MV5I1EG, MV5I1EH, MV5I1EJ, MV5I1EK, MV5I1EL, MV5I1IC, MV5I1JA"
11204122,AP_11204122_5484,MA24,"LX2O6TC, LX2O6TF, LX2O6TI, LX2O6TL, LX2O6YC, LX2P4PA, LX2P4PB, LX2P4PD, LX2P4PE, LX2P4PG, LX2P4PH, LX2P4PJ, LX2P4UA"
11204122,AP_11204122_5482,MA22,"KX1M5YL, KX1M6UJ, KX1M8EB, KX1M8EC, KX1M8EE, KX1M8EF, KX1M8EG, KX1M8EH, KX1M8EI, KX1M8EK, KX1M8EL, KX1M9AA, KX1M9AD"
11204122,AP_11204122_5467,MA7,"KX5I1OD, KX5I1OE, KX5I1OF, KX5I1OG, KX5I1OH, KX5I1OI, KX5I1OJ, KX5I1OK, KX5I1OL, KX5I1TA, KX5I1TB, KX5I1TD, KX5I1TE, KX5I2KD, KX5I2KG"
11204122,AP_11204122_5671,MA211,"LW2A7CH, LW2A7CI, LW2A7CJ, LW2A7CK, LW2A7CL, LW2A7DG, LW2A7DJ, LW2A7HA, LW2A7HB, LW2A7HC, LW2A7HD, LW2A7HE, LW2A7HF, LW2A7HH, LW2A7IA"
11204122,AP_11204122_5667,MA207,"LW2G1JJ, LW2G1JK, LW2G1NC, LW2G1NF, LW2G1NI, LW2G1NL, LW2G1OA, LW2G1OB, LW2G1OD, LW2G1OE, LW2G1OG, LW2G1OH, LW2G1OJ"
11204122,AP_11204122_5658,MA198,"LW2G7JK, LW2G7JL, LW2G7OA, LW2G7OB, LW2G7OC, LW2G7OD, LW2G7OE, LW2G7OF, LW2G7OG, LW2G7OH, LW2G7OI, LW2G7OK, LW2G8FJ, LW2G8KA"
11204122,AP_11204122_5639,MA179,"MW3I7TC, MW3I7TF, MW3I7TI, MW3I7TL, MW3I8KJ, MW3I8KK, MW3I8PA, MW3I8PB, MW3I8PD, MW3I8PE, MW3I8PG, MW3I8PH, MW3I8PJ, MW3I8UA"
11204122,AP_11204122_5637,MA177,"LW2K7XJ"
11204122,AP_11204122_5627,MA167,"LW5C1DF, LW5C1DH, LW5C1DI, LW5C1DK, LW5C1DL, LW5C1ED, LW5C1EE, LW5C1EG, LW5C1EH, LW5C1EJ, LW5C1IB, LW5C1IC, LW5C1IF"
11204122,AP_11204122_5623,MA163,"KW5C3XK, KW5C3XL, KW5C3YJ, KW5C6DA, KW5C6DB, KW5C6DC, KW5C6DD, KW5C6DE, KW5C6DF, KW5C6DG, KW5C6DH, KW5C6DI, KW5C6DJ, KW5C6DK, KW5C6EA, KW5C6ED"
11204122,AP_11204122_5620,MA160,"JW4B4GJ, JW4B4GK, JW4B4GL, JW4B4KF, JW4B4KI, JW4B4LA, JW4B4LB, JW4B4LC, JW4B4LD, JW4B4LE, JW4B4LF, JW4B4LG, JW4B4LH, JW4B4LJ"
11204122,AP_11204122_5619,MA159,"LW5D5LI, LW5D5LL, LW5D5MG, LW5D5MH, LW5D5MJ, LW5D5MK, LW5D5QC, LW5D5QF, LW5D5QI, LW5D5RA, LW5D5RB, LW5D5RD, LW5D5RG"
11204122,AP_11204122_5602,MA142,"LW4F9OI, LW4F9OK, LW4F9OL, LW4F9TB, LW4F9TC, LW4F9TE, LW4F9TF, LW4F9TH, LW4F9TI, LW4G7KG, LW4G7KH, LW4G7KJ, LW4G7PA, LW4G7PB, LW4G7PD"
11204122,AP_11204122_5590,MA130,"MW4I7CE, MW4I7CF, MW4I7CH, MW4I7CI, MW4I7CK, MW4I7CL, MW4I7DD, MW4I7DG, MW4I7DJ, MW4I7HB, MW4I7HC"
11204122,AP_11204122_5577,MA117,"KW6O3ML, KW6O3NJ, KW6O3NK, KW6O3RC, KW6O3RF, KW6O3RI, KW6O3RL, KW6O3SA, KW6O3SB, KW6O3SD, KW6O3SE, KW6O3SG"
11204122,AP_11204122_5574,MA114,"KW4N2YL, KW4N3UJ, KW4N3UK, KW4N5EC, KW4N5EF, KW4N5EH, KW4N5EI, KW4N5EL, KW4N6AA, KW4N6AB, KW4N6AD, KW4N6AE, KW4N6AG, KW4N6AJ"
11204122,AP_11204122_5572,MA112,"LW6N9JD, LW6N9JE, LW6N9JF, LW6N9JG, LW6N9JH, LW6N9JI, LW6N9JJ, LW6N9JK, LW6N9NC, LW6N9OA, LW6N9OB, LW6N9OD"
11204122,AP_11204122_5566,MA106,"KW9B3BL, KW9B3CG, KW9B3CH, KW9B3CI, KW9B3CJ, KW9B3CK, KW9B3CL, KW9B3GC, KW9B3GF, KW9B3HA, KW9B3HB, KW9B3HC, KW9B3HD, KW9B3HE, KW9B3HG"
11204122,AP_11204122_5563,MA103,"LW8B3RB, LW8B3RC, LW8B3RD, LW8B3RE, LW8B3RF, LW8B3RG, LW8B3RH, LW8B3RI, LW8B3RJ, LW8B3RK, LW8B3SA, LW8B3SD, LW8B3WB"
11204122,AP_11204122_5558,MA98,"MW7C5RL, MW7C5SA, MW7C5SC, MW7C5SD, MW7C5SE, MW7C5SF, MW7C5SG, MW7C5SH, MW7C5SI, MW7C5SJ, MW7C5SK, MW7C5XA, MW7C5XB"
11204122,AP_11204122_5555,MA95,"LW7D5WH, LW7D5WI, LW7D5WJ, LW7D5WK, LW7D5WL, LW7D5XG, LW7D5XJ, LW7D8CA, LW7D8CB, LW7D8CC, LW7D8CD, LW7D8CE, LW7D8CH"
11204122,AP_11204122_5535,MA75,"MW7L1EC, MW7L1EE, MW7L1EF, MW7L1EH, MW7L1EI, MW7L1EK, MW7L1EL, MW7L1JC, MW7L2AA, MW7L2AB, MW7L2AD, MW7L2AE, MW7L2AG, MW7L2AH, MW7L2AJ, MW7L2FA"
11204122,AP_11204122_5518,MA58,"JW9P9AI, JW9P9AK, JW9P9AL, JW9P9BG, JW9P9BH, JW9P9BJ, JW9P9FB, JW9P9FC, JW9P9FD, JW9P9FE, JW9P9FF, JW9P9FH, JW9P9FI, JW9P9GA"
11204122,AP_11204122_5507,MA47,"LX1B2QL, LX1B2RG, LX1B2RH, LX1B2RJ, LX1B2RK, LX1B2VC, LX1B2VF, LX1B2VI, LX1B2WA, LX1B2WB, LX1B2WD, LX1B2WE, LX1B2WG"
11204122,AP_11204122_5781,MA321,"MV3H5MB, MV3H5MC, MV3H5MD, MV3H5ME, MV3H5MF, MV3H5MG, MV3H5MH, MV3H5MI, MV3H5MJ, MV3H5MK, MV3H5ML, MV3H5ND, MV3H5NG, MV3H5RA, MV3H5RB, MV3H5RC"
11204122,AP_11204122_5779,MA319,"MV3E6TE, MV3E6TF, MV3E6TH, MV3E6TI, MV3E6TK, MV3E6TL, MV3E6YB, MV3E6YC, MV3F4PD, MV3F4PG, MV3F4PJ"
11204122,AP_11204122_5774,MA314,"MV1K1OF, MV1K1OI, MV1K1OL, MV1K1TC, MV1K1TF, MV1K2KD, MV1K2KE, MV1K2KG, MV1K2KH, MV1K2KJ, MV1K2KK, MV1K2PA, MV1K2PD"
11204122,AP_11204122_5767,MA307,"MV3L8PE, MV3L8PF, MV3L8PG, MV3L8PH, MV3L8PI, MV3L8PJ, MV3L8PK, MV3L8PL, MV3L8QJ, MV3L8UA, MV3L8UB, MV3L8UD, MV3L8UE"
11204122,AP_11204122_5762,MA302,"MV1P1RI, MV1P1RK, MV1P1RL, MV1P1SG, MV1P1SH, MV1P1SJ, MV1P1SK, MV1P1WB, MV1P1WC, MV1P1WE, MV1P1WF, MV1P1WI, MV1P1XA, MV1P1XD"
11204122,AP_11204122_5749,MA289,"MV6B5PF, MV6B5PL, MV6B5QA, MV6B5QB, MV6B5QC, MV6B5QD, MV6B5QE, MV6B5QF, MV6B5QG, MV6B5QH, MV6B5QI, MV6B5QJ, MV6B5QK, MV6B5VA, MV6B5VB"
11204122,AP_11204122_5744,MA284,"MV6D9NF, MV6D9NI, MV6D9NL, MV6D9OB, MV6D9OD, MV6D9OE, MV6D9OG, MV6D9OH, MV6D9OJ, MV6D9SB, MV6D9SC, MV6D9SF, MV6D9TA"
11204122,AP_11204122_5742,MA282,"MV6G3DI, MV6G3DL, MV6G3EG, MV6G3EH, MV6G3EJ, MV6G3EK, MV6G3IC, MV6G3IF, MV6G3II, MV6G3JA, MV6G3JB, MV6G3JD, MV6G3JE, MV6G3JG, MV6G3JJ"
11204122,AP_11204122_5731,MA271,"MV6H8XF, MV6H8XI, MV6H8XL, MV6H8YD, MV6H8YE, MV6H8YG, MV6H8YH, MV6H8YJ, MV6H8YK, MV6L2DC, MV6L2DF, MV6L2EA, MV6L2ED"
11204122,AP_11204122_5719,MA259,"LV6P2VK, LV6P2VL, LV6P2WJ, LV6P5BB, LV6P5BC, LV6P5BE, LV6P5BF, LV6P5BH, LV6P5BI, LV6P5BK, LV6P5BL, LV6P5CA, LV6P5CD"
11204122,AP_11204122_5706,MA246,"MV7D9XG, MV7D9XH, MV7D9XI, MV7D9XJ, MV7D9XK, MV7D9XL, MV7H3CF, MV7H3DA, MV7H3DB, MV7H3DC, MV7H3DD, MV7H3DE, MV7H3DG, MV7H3DH"
11204122,AP_11204122_5796,MA336,"MV3A1DL, MV3A1EJ, MV3A1EK, MV3A1IC, MV3A1IF, MV3A1IH, MV3A1II, MV3A1IL, MV3A1JA, MV3A1JB, MV3A1JD, MV3A1JE, MV3A1JG, MV3A1JJ"
11204122,AP_11204122_5795,MA335,"MV1A3GC, MV1A3GD, MV1A3GE, MV1A3GF, MV1A3GG, MV1A3GH, MV1A3GI, MV1A3GJ, MV1A3GK, MV1A3GL, MV1A3LA, MV1A3LB, MV1A3LE"
11204122,AP_11204122_5702,MA242,"LV7H4SF, LV7H4SH, LV7H4SI, LV7H4SK, LV7H4SL, LV7H4TD, LV7H4TE, LV7H4TG, LV7H4TH, LV7H4TJ, LV7H4TK, LV7H4XB, LV7H4XC, LV7H4XF, LV7H4YA"
11204122,AP_11204122_5699,MA239,"LV8G9CF, LV8G9CI, LV8G9CL, LV8G9DA, LV8G9DB, LV8G9DC, LV8G9DD, LV8G9DE, LV8G9DF, LV8G9DG, LV8G9DH, LV8G9DJ, LV8G9DK, LV8G9IA"
11204122,AP_11204122_5674,MA214,"LW3C4MJ, LW3C4MK, LW3C4ML, LW3C4QI, LW3C4RA, LW3C4RB, LW3C4RC, LW3C4RD, LW3C4RE, LW3C4RF, LW3C4RG, LW3C4RH, LW3C4RJ"
11204122,AP_11204122_5673,MA213,"JW2C6YL, JW2C9EB, JW2C9EC, JW2C9EE, JW2C9EF, JW2C9EH, JW2C9EI, JW2C9EK, JW2C9EL, JW2D7AA, JW2D7AB, JW2D7AD, JW2D7AG"
